organelle	sample_1	sample_2	differences	sites_compared	p_distance
mitochondria	COM_LP_277_Du-712	KIRT_LP_164_Du-369	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	KIRT_LP_165_Du-370	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	KIRT_LP_166_Du-371	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	KIRT_LP_167_Du-372	8	43128	0.000185494342423
mitochondria	COM_LP_277_Du-712	KIRT_LP_168_Du-373	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	MALV_LP_095_Du-201	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_096_Du-202	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_097_Du-203	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_098_Du-204	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_099_Du-205	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_100_Du-206	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_101_Du-207	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_102_Du-208	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_103_Du-209	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	MALV_LP_104_Du-210	9	43178	0.00020843948307
mitochondria	COM_LP_277_Du-712	OCO_LP_058_Du-115	37	43164	0.000857195811324
mitochondria	COM_LP_277_Du-712	OCO_LP_059_Du-106	40	43153	0.000926934396218
mitochondria	COM_LP_277_Du-712	OCO_LP_060_Du-107	39	43165	0.000903509788023
mitochondria	COM_LP_277_Du-712	OCO_LP_061_Du-108	40	43167	0.000926633771168
mitochondria	COM_LP_277_Du-712	OCO_LP_062_Du-109	39	43167	0.000903467926889
mitochondria	COM_LP_277_Du-712	OCO_LP_063_Du-110	38	43165	0.000880342870381
mitochondria	COM_LP_277_Du-712	OCO_LP_064_Du-111	37	43162	0.000857235531254
mitochondria	COM_LP_277_Du-712	OCO_LP_065_Du-112	38	43163	0.000880383661933
mitochondria	COM_LP_277_Du-712	OCO_LP_066_Du-113	31	42958	0.000721635085432
mitochondria	COM_LP_277_Du-712	OCO_LP_067_Du-114	35	42015	0.00083303582054
mitochondria	COM_LP_277_Du-712	QUI1_LP_249_Du-648	11	43171	0.00025480067638
mitochondria	COM_LP_277_Du-712	QUI1_LP_250_Du-649	12	43171	0.000277964374233
mitochondria	COM_LP_277_Du-712	QUI1_LP_252_Du-651	11	43171	0.00025480067638
mitochondria	COM_LP_277_Du-712	QUI1_LP_253_Du-652	11	43173	0.000254788872675
mitochondria	COM_LP_277_Du-712	QUI1_LP_254_Du-653	11	41310	0.000266279351247
mitochondria	COM_LP_277_Du-712	QUI1_LP_255_Du-654	11	43170	0.000254806578643
mitochondria	COM_LP_277_Du-712	QUI1_LP_257_Du-656	12	42603	0.000281670304908
mitochondria	COM_LP_277_Du-712	QUI1_LP_258_Du-657	12	43171	0.000277964374233
mitochondria	COM_LP_277_Du-712	QUI2_LP_243_Du-631	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUI2_LP_244_Du-632	16	43012	0.000371989212313
mitochondria	COM_LP_277_Du-712	QUI2_LP_245_Du-633	16	43032	0.000371816322737
mitochondria	COM_LP_277_Du-712	QUI2_LP_246_Du-634	16	43031	0.000371824963398
mitochondria	COM_LP_277_Du-712	QUI2_LP_247_Du-635	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUI2_LP_248_Du-636	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUI2_LP_337_Du-638	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUI2_LP_338_Du-639	16	42803	0.000373805574376
mitochondria	COM_LP_277_Du-712	QUI2_LP_339_Du-640	16	43031	0.000371824963398
mitochondria	COM_LP_277_Du-712	QUI2_LP_340_Du-641	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUIN_LP_069_Du-155	16	43031	0.000371824963398
mitochondria	COM_LP_277_Du-712	QUIN_LP_070_Du-156	16	43032	0.000371816322737
mitochondria	COM_LP_277_Du-712	QUIN_LP_071_Du-157	16	43031	0.000371824963398
mitochondria	COM_LP_277_Du-712	QUIN_LP_072_Du-158	16	43031	0.000371824963398
mitochondria	COM_LP_277_Du-712	QUIN_LP_073_Du-159	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUIN_LP_074_Du-160	16	43032	0.000371816322737
mitochondria	COM_LP_277_Du-712	QUIN_LP_075_Du-161	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUIN_LP_076_Du-162	16	43033	0.000371807682476
mitochondria	COM_LP_277_Du-712	QUIN_LP_077_Du-163	16	43037	0.00037177312545
mitochondria	COM_LP_277_Du-712	QUIN_LP_318_Du-164	16	43032	0.000371816322737
mitochondria	COM_LP_277_Du-712	RIC_LP_192_Du-521	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_193_Du-522	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_194_Du-523	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_195_Du-524	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_196_Du-525	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_197_Du-526	9	43169	0.000208482939146
mitochondria	COM_LP_277_Du-712	RIC_LP_198_Du-527	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_199_Du-528	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_200_Du-529	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RIC_LP_201_Du-530	8	43178	0.000185279540507
mitochondria	COM_LP_277_Du-712	RSV_LP_049_Du-85	15	43163	0.000347519866552
mitochondria	COM_LP_277_Du-712	RSV_LP_050_Du-87	14	43164	0.000324344361042
mitochondria	COM_LP_277_Du-712	RSV_LP_051_Du-88	14	43149	0.000324457113722
mitochondria	COM_LP_277_Du-712	RSV_LP_052_Du-89	14	43161	0.000324366905308
mitochondria	COM_LP_277_Du-712	RSV_LP_053_Du-90	14	43162	0.000324359390204
mitochondria	COM_LP_277_Du-712	RSV_LP_055_Du-92	15	43160	0.000347544022243
mitochondria	COM_LP_277_Du-712	RSV_LP_057_Du-94	15	43161	0.000347535969973
mitochondria	COM_LP_277_Du-712	RSV_LP_315_Du-95	15	43162	0.000347527918076
mitochondria	COM_LP_277_Du-712	RSV_LP_316_Du-96	16	43161	0.000370705034638
mitochondria	COM_LP_277_Du-712	SILG_LP_149_Du-343	11	43084	0.000255315198217
mitochondria	COM_LP_277_Du-712	SILG_LP_150_Du-344	13	43168	0.000301148999259
mitochondria	COM_LP_277_Du-712	SILG_LP_151_Du-345	15	43169	0.000347471565244
mitochondria	COM_LP_277_Du-712	SILG_LP_152_Du-346	15	43169	0.000347471565244
mitochondria	COM_LP_277_Du-712	SILG_LP_153_Du-347	13	43156	0.000301232737047
mitochondria	COM_LP_277_Du-712	SILG_LP_154_Du-348	13	43169	0.000301142023211
mitochondria	COM_LP_277_Du-712	SILG_LP_155_Du-349	15	43169	0.000347471565244
mitochondria	COM_LP_277_Du-712	SILG_LP_156_Du-350	15	43169	0.000347471565244
mitochondria	COM_LP_277_Du-712	SILG_LP_157_Du-351	10	38290	0.000261164794986
mitochondria	COM_LP_277_Du-712	SILG_LP_158_Du-352	12	40827	0.000293923139099
mitochondria	COM_LP_277_Du-712	SILR_LP_346_Du-729	9	43177	0.000208444310628
mitochondria	COM_LP_277_Du-712	SILR_LP_347_Du-730	9	43177	0.000208444310628
mitochondria	COM_LP_277_Du-712	SILR_LP_348_Du-731	9	43177	0.000208444310628
mitochondria	COM_LP_277_Du-712	SILR_LP_349_Du-732	9	43177	0.000208444310628
mitochondria	COM_LP_277_Du-712	SILR_LP_351_Du-734	9	43177	0.000208444310628
mitochondria	COM_LP_277_Du-712	SILR_LP_353_Du-736	10	43177	0.000231604789587
mitochondria	COM_LP_277_Du-712	STI_LP_027_Du-45	17	42644	0.000398649282431
mitochondria	COM_LP_277_Du-712	STI_LP_028_Du-46	15	43162	0.000347527918076
mitochondria	COM_LP_277_Du-712	STI_LP_029_Du-47	11	36532	0.000301105879777
mitochondria	COM_LP_277_Du-712	STI_LP_030_Du-48	15	43161	0.000347535969973
mitochondria	COM_LP_277_Du-712	STI_LP_031_Du-49	15	43161	0.000347535969973
mitochondria	COM_LP_277_Du-712	STI_LP_032_Du-50	15	43161	0.000347535969973
mitochondria	COM_LP_277_Du-712	STI_LP_033_Du-51	15	42825	0.000350262697023
mitochondria	COM_LP_277_Du-712	STI_LP_034_Du-52	14	43160	0.00032437442076
mitochondria	COM_LP_277_Du-712	STI_LP_035_Du-53	15	43162	0.000347527918076
mitochondria	COM_LP_277_Du-712	STI_LP_036_Du-54	15	43147	0.000347648735717
mitochondria	COM_LP_277_Du-712	STI_LP_037_Du-55	15	43160	0.000347544022243
mitochondria	COM_LP_277_Du-712	STI_LP_038_Du-56	15	43161	0.000347535969973
mitochondria	COM_LP_277_Du-712	STI_LP_039_Du-57	14	43160	0.00032437442076
mitochondria	COM_LP_277_Du-712	STI_LP_040_Du-58	10	42066	0.000237721675462
mitochondria	COM_LP_277_Du-712	STI_LP_041_Du-60	15	43164	0.000347511815402
mitochondria	COM_LP_277_Du-712	STI_LP_042_Du-61	18	43143	0.000417217161533
mitochondria	COM_LP_277_Du-712	TIL_LP_123_Du-263	16	39869	0.000401314304347
mitochondria	COM_LP_277_Du-712	TIL_LP_124_Du-264	18	43165	0.000417004517549
mitochondria	COM_LP_277_Du-712	TIL_LP_125_Du-265	12	39866	0.000301008378067
mitochondria	COM_LP_277_Du-712	TIL_LP_126_Du-266	14	43128	0.000324615099239
mitochondria	COM_LP_277_Du-712	TIL_LP_128_Du-268	16	43161	0.000370705034638
mitochondria	COM_LP_277_Du-712	TIL_LP_129_Du-269	16	43161	0.000370705034638
mitochondria	COM_LP_277_Du-712	TIL_LP_130_Du-271	16	43162	0.000370696445948
mitochondria	COM_LP_277_Du-712	TIL_LP_131_Du-272	16	43161	0.000370705034638
mitochondria	COM_LP_277_Du-712	TULP_LP_115_Du-242	8	43175	0.000185292414592
mitochondria	COM_LP_277_Du-712	TULP_LP_116_Du-243	7	43178	0.000162119597943
mitochondria	COM_LP_277_Du-712	TULP_LP_117_Du-244	7	43178	0.000162119597943
mitochondria	COM_LP_277_Du-712	TULP_LP_118_Du-245	7	43178	0.000162119597943
mitochondria	COM_LP_277_Du-712	TULP_LP_119_Du-246	7	43178	0.000162119597943
mitochondria	COM_LP_277_Du-712	TULP_LP_120_Du-248	8	43175	0.000185292414592
mitochondria	COM_LP_277_Du-712	TULP_LP_121_Du-249	7	43178	0.000162119597943
mitochondria	COM_LP_277_Du-712	TULP_LP_122_Du-250	7	43178	0.000162119597943
mitochondria	COM_LP_277_Du-712	TULP_LP_140_Du-302	7	43177	0.000162123352711
mitochondria	COM_LP_277_Du-712	TULP_LP_141_Du-303	8	43174	0.000185296706351
mitochondria	COM_LP_277_Du-712	TULP_LP_142_Du-304	8	43117	0.0001855416657
mitochondria	COM_LP_277_Du-712	TULP_LP_143_Du-305	6	43176	0.000138966092273
mitochondria	COM_LP_277_Du-712	TULP_LP_144_Du-306	6	43053	0.000139363110585
mitochondria	COM_LP_277_Du-712	TULP_LP_145_Du-307	8	43174	0.000185296706351
mitochondria	COM_LP_277_Du-712	TULP_LP_146_Du-308	7	42978	0.000162874028573
mitochondria	COM_LP_277_Du-712	TULP_LP_147_Du-309	8	43175	0.000185292414592
mitochondria	COM_LP_277_Du-712	TULP_LP_148_Du-310	8	43096	0.000185632077223
mitochondria	COM_LP_341_Du-713	COM_LP_342_Du-714	0	43176	0
mitochondria	COM_LP_341_Du-713	COM_LP_343_Du-715	0	43176	0
mitochondria	COM_LP_341_Du-713	CROB_LP_169_Du-381	6	42187	0.000142223907839
mitochondria	COM_LP_341_Du-713	CROB_LP_170_Du-382	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROB_LP_172_Du-384	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	CROB_LP_173_Du-385	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROB_LP_174_Du-386	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROB_LP_175_Du-387	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROB_LP_176_Du-388	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROB_LP_177_Du-389	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROB_LP_320_Du-395	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROB_LP_321_Du-396	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROS_LP_085_Du-181	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROS_LP_086_Du-182	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROS_LP_087_Du-183	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROS_LP_088_Du-184	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROS_LP_089_Du-185	9	43176	0.00020844913841
mitochondria	COM_LP_341_Du-713	CROS_LP_090_Du-186	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	CROS_LP_091_Du-187	8	43173	0.000185300998309
mitochondria	COM_LP_341_Du-713	CROS_LP_092_Du-188	8	43173	0.000185300998309
mitochondria	COM_LP_341_Du-713	CROS_LP_093_Du-189	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	CROS_LP_094_Du-190	8	43173	0.000185300998309
mitochondria	COM_LP_341_Du-713	CY_ALA_LP_298-Du-767	13	43163	0.000301183884345
mitochondria	COM_LP_341_Du-713	CY_ALA_LP_299-Du-768	13	43163	0.000301183884345
mitochondria	COM_LP_341_Du-713	CY_ALA_LP_357_Du-769	13	43161	0.000301197840643
mitochondria	COM_LP_341_Du-713	CY_BAL_LP_226_Du-602	31	42878	0.000722981482345
mitochondria	COM_LP_341_Du-713	CY_BAL_LP_227_Du-603	29	42633	0.000680224239439
mitochondria	COM_LP_341_Du-713	CY_BGL_LP_210_Du-577	32	43163	0.000741375715312
mitochondria	COM_LP_341_Du-713	CY_BGL_LP_212_Du-579	31	43161	0.000718241004611
mitochondria	COM_LP_341_Du-713	CY_BOU_LP_288_Du-737	9	42552	0.000211505922166
mitochondria	COM_LP_341_Du-713	CY_BOU_LP_290_Du-739	10	43171	0.000231636978527
mitochondria	COM_LP_341_Du-713	CY_BOU_LP_291_Du-740	10	43170	0.000231642344221
mitochondria	COM_LP_341_Du-713	CY_BOU_LP_292_Du-741	10	43170	0.000231642344221
mitochondria	COM_LP_341_Du-713	CY_BOU_LP_354_Du-742	10	43171	0.000231636978527
mitochondria	COM_LP_341_Du-713	CY_CAS_LP_328_Du-610	45	43148	0.00104292203578
mitochondria	COM_LP_341_Du-713	CY_CAS_LP_329_Du-611	12	43170	0.000277970813065
mitochondria	COM_LP_341_Du-713	CY_CAS_LP_330_Du-607	10	43066	0.000232201736869
mitochondria	COM_LP_341_Du-713	CY_CAS_LP_331_Du-608	12	43162	0.000278022334461
mitochondria	COM_LP_341_Du-713	CY_CAS_LP_332_Du-609	12	43171	0.000277964374233
mitochondria	COM_LP_341_Du-713	CY_HICN_LP_236_Du-614	44	43171	0.00101920270552
mitochondria	COM_LP_341_Du-713	CY_HICN_LP_333_Du-612	37	43159	0.000857295118052
mitochondria	COM_LP_341_Du-713	CY_HICN_LP_334_Du-613	42	43166	0.000972987999815
mitochondria	COM_LP_341_Du-713	CY_HICN_LP_335_Du-615	43	43169	0.000996085153698
mitochondria	COM_LP_341_Du-713	CY_HICN_LP_336_Du-616	43	43168	0.000996108228317
mitochondria	COM_LP_341_Du-713	CY_HICS_LP_293_Du-757	10	43171	0.000231636978527
mitochondria	COM_LP_341_Du-713	CY_HICS_LP_297_Du-761	10	42613	0.000234670171075
mitochondria	COM_LP_341_Du-713	CY_HICS_LP_355_Du-762	10	43170	0.000231642344221
mitochondria	COM_LP_341_Du-713	CY_HICS_LP_356_Du-763	10	43155	0.00023172285946
mitochondria	COM_LP_341_Du-713	CY_HUN_LP_264_Du-683	35	41783	0.000837661249791
mitochondria	COM_LP_341_Du-713	CY_HUN_LP_266_Du-685	37	42934	0.000861787860437
mitochondria	COM_LP_341_Du-713	CY_HUN_LP_267_Du-686	36	42831	0.000840512712755
mitochondria	COM_LP_341_Du-713	CY_HUN_LP_268_Du-687	35	41224	0.000849019988356
mitochondria	COM_LP_341_Du-713	CY_SIE_LP_188_Du-445	44	43171	0.00101920270552
mitochondria	COM_LP_341_Du-713	CY_SIE_LP_189_Du-446	44	43171	0.00101920270552
mitochondria	COM_LP_341_Du-713	CY_SIE_LP_190_Du-447	44	43171	0.00101920270552
mitochondria	COM_LP_341_Du-713	CY_SIE_LP_191_Du-448	11	43170	0.000254806578643
mitochondria	COM_LP_341_Du-713	CY_WOO_LP_259_Du-664	11	43151	0.000254918773609
mitochondria	COM_LP_341_Du-713	CY_WOO_LP_260_Du-665	11	43103	0.000255202654108
mitochondria	COM_LP_341_Du-713	CY_WOO_LP_261_Du-667	8	40405	0.000197995297612
mitochondria	COM_LP_341_Du-713	CY_WOO_LP_262_Du-668	11	43161	0.000254859711313
mitochondria	COM_LP_341_Du-713	CY_WOO_LP_263_Du-669	11	43161	0.000254859711313
mitochondria	COM_LP_341_Du-713	DAN_LP_043_Du-68	8	42987	0.000186102775258
mitochondria	COM_LP_341_Du-713	DAN_LP_044_Du-69	8	42986	0.000186107104639
mitochondria	COM_LP_341_Du-713	DAN_LP_045_Du-70	8	42988	0.000186098446078
mitochondria	COM_LP_341_Du-713	DAN_LP_046_Du-71	9	43018	0.000209214747315
mitochondria	COM_LP_341_Du-713	DAN_LP_047_Du-72	8	42988	0.000186098446078
mitochondria	COM_LP_341_Du-713	DOV_LP_078_Du-174	11	43053	0.000255499036072
mitochondria	COM_LP_341_Du-713	DOV_LP_079_Du-175	11	43175	0.000254777070064
mitochondria	COM_LP_341_Du-713	DOV_LP_080_Du-176	11	43175	0.000254777070064
mitochondria	COM_LP_341_Du-713	DOV_LP_081_Du-177	11	43175	0.000254777070064
mitochondria	COM_LP_341_Du-713	DOV_LP_082_Du-178	11	43168	0.000254818383988
mitochondria	COM_LP_341_Du-713	DOV_LP_083_Du-179	11	43175	0.000254777070064
mitochondria	COM_LP_341_Du-713	DOV_LP_084_Du-180	11	43175	0.000254777070064
mitochondria	COM_LP_341_Du-713	DU-173	15	43035	0.000348553502963
mitochondria	COM_LP_341_Du-713	DU-229	10	43168	0.000231653076353
mitochondria	COM_LP_341_Du-713	DU-247	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DU-254	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DU-270	15	43164	0.000347511815402
mitochondria	COM_LP_341_Du-713	DU-297	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DU-443	44	43171	0.00101920270552
mitochondria	COM_LP_341_Du-713	DU-4A	10	43176	0.000231610153789
mitochondria	COM_LP_341_Du-713	DU014LP012	10	43171	0.000231636978527
mitochondria	COM_LP_341_Du-713	DU037LP013	10	43171	0.000231636978527
mitochondria	COM_LP_341_Du-713	DU059LP015	14	43164	0.000324344361042
mitochondria	COM_LP_341_Du-713	DU078LP011	9	42990	0.000209351011863
mitochondria	COM_LP_341_Du-713	DU079LP010	10	43038	0.000232352804498
mitochondria	COM_LP_341_Du-713	DUD_LP_132_Du-283	6	43155	0.000139033715676
mitochondria	COM_LP_341_Du-713	DUD_LP_133_Du-284	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DUD_LP_134_Du-285	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DUD_LP_135_Du-286	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DUD_LP_136_Du-287	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DUD_LP_137_Du-288	9	43174	0.000208458794645
mitochondria	COM_LP_341_Du-713	DUD_LP_138_Du-289	6	43176	0.000138966092273
mitochondria	COM_LP_341_Du-713	DUD_LP_139_Du-290	6	42550	0.000141010575793
mitochondria	COM_LP_341_Du-713	KIRN_LP_179_Du-421	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_180_Du-422	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_181_Du-423	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_182_Du-424	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_183_Du-425	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_184_Du-426	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_185_Du-427	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_186_Du-428	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRN_LP_187_Du-429	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_159_Du-364	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_160_Du-365	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_161_Du-366	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_162_Du-367	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_163_Du-368	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_164_Du-369	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_165_Du-370	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_166_Du-371	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	KIRT_LP_167_Du-372	7	43126	0.000162315076752
mitochondria	COM_LP_341_Du-713	KIRT_LP_168_Du-373	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	MALV_LP_095_Du-201	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_096_Du-202	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_097_Du-203	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_098_Du-204	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_099_Du-205	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_100_Du-206	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_101_Du-207	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_102_Du-208	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_103_Du-209	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	MALV_LP_104_Du-210	8	43176	0.000185288123031
mitochondria	COM_LP_341_Du-713	OCO_LP_058_Du-115	36	43163	0.000834047679726
mitochondria	COM_LP_341_Du-713	OCO_LP_059_Du-106	39	43152	0.000903781979978
mitochondria	COM_LP_341_Du-713	OCO_LP_060_Du-107	38	43164	0.000880363265684
mitochondria	COM_LP_341_Du-713	OCO_LP_061_Du-108	39	43165	0.000903509788023
mitochondria	COM_LP_341_Du-713	OCO_LP_062_Du-109	38	43165	0.000880342870381
mitochondria	COM_LP_341_Du-713	OCO_LP_063_Du-110	37	43164	0.000857195811324
mitochondria	COM_LP_341_Du-713	OCO_LP_064_Du-111	36	43161	0.000834086327935
mitochondria	COM_LP_341_Du-713	OCO_LP_065_Du-112	37	43162	0.000857235531254
mitochondria	COM_LP_341_Du-713	OCO_LP_066_Du-113	30	42957	0.000698372791396
mitochondria	COM_LP_341_Du-713	OCO_LP_067_Du-114	34	42014	0.000809254058171
mitochondria	COM_LP_341_Du-713	QUI1_LP_249_Du-648	10	43170	0.000231642344221
mitochondria	COM_LP_341_Du-713	QUI1_LP_250_Du-649	11	43170	0.000254806578643
mitochondria	COM_LP_341_Du-713	QUI1_LP_252_Du-651	10	43170	0.000231642344221
mitochondria	COM_LP_341_Du-713	QUI1_LP_253_Du-652	10	43171	0.000231636978527
mitochondria	COM_LP_341_Du-713	QUI1_LP_254_Du-653	10	41308	0.000242083857848
mitochondria	COM_LP_341_Du-713	QUI1_LP_255_Du-654	10	43169	0.000231647710162
mitochondria	COM_LP_341_Du-713	QUI1_LP_257_Du-656	11	42602	0.000258203840195
mitochondria	COM_LP_341_Du-713	QUI1_LP_258_Du-657	11	43170	0.000254806578643
mitochondria	COM_LP_341_Du-713	QUI2_LP_243_Du-631	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUI2_LP_244_Du-632	15	43011	0.000348747994699
mitochondria	COM_LP_341_Du-713	QUI2_LP_245_Du-633	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUI2_LP_246_Du-634	15	43030	0.000348594004183
mitochondria	COM_LP_341_Du-713	QUI2_LP_247_Du-635	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUI2_LP_248_Du-636	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUI2_LP_337_Du-638	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUI2_LP_338_Du-639	15	42802	0.000350450913509
mitochondria	COM_LP_341_Du-713	QUI2_LP_339_Du-640	15	43030	0.000348594004183
mitochondria	COM_LP_341_Du-713	QUI2_LP_340_Du-641	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUIN_LP_069_Du-155	15	43030	0.000348594004183
mitochondria	COM_LP_341_Du-713	QUIN_LP_070_Du-156	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUIN_LP_071_Du-157	15	43030	0.000348594004183
mitochondria	COM_LP_341_Du-713	QUIN_LP_072_Du-158	15	43030	0.000348594004183
mitochondria	COM_LP_341_Du-713	QUIN_LP_073_Du-159	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUIN_LP_074_Du-160	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUIN_LP_075_Du-161	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUIN_LP_076_Du-162	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	QUIN_LP_077_Du-163	15	43035	0.000348553502963
mitochondria	COM_LP_341_Du-713	QUIN_LP_318_Du-164	15	43031	0.000348585903186
mitochondria	COM_LP_341_Du-713	RIC_LP_192_Du-521	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_193_Du-522	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_194_Du-523	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_195_Du-524	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_196_Du-525	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_197_Du-526	8	43168	0.000185322461082
mitochondria	COM_LP_341_Du-713	RIC_LP_198_Du-527	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_199_Du-528	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_200_Du-529	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RIC_LP_201_Du-530	7	43176	0.000162127107652
mitochondria	COM_LP_341_Du-713	RSV_LP_049_Du-85	14	43161	0.000324366905308
mitochondria	COM_LP_341_Du-713	RSV_LP_050_Du-87	13	43162	0.000301190862333
