query_genome	feature_type	gene	name	product	query_start	query_end	strand	method	confidence	pident	query_coverage	aligned_length	evalue	bitscore	ref_accession	ref_description	ref_start	ref_end
chloroplast	gene	rps11	rps11		66708	67124	-	blastn_feature_transfer	high	99.76	1.0	417	0.0	748.0	PX244389.1	Dudleya virens chloroplast, complete genome	77048	77464
chloroplast	CDS	rps11	rps11	ribosomal protein S11	66708	67124	-	blastn_feature_transfer	high	99.76	1.0	417	0.0	748.0	PX244389.1	Dudleya virens chloroplast, complete genome	77048	77464
chloroplast	gene	rpl36	rpl36		67241	67354	-	blastn_feature_transfer	high	100.0	1.0	114	9.04e-56	206.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	77624	77737
chloroplast	CDS	rpl36	rpl36	large subunit ribosomal protein L36	67241	67354	-	blastn_feature_transfer	high	100.0	1.0	114	9.04e-56	206.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	77624	77737
chloroplast	gene	infA	infA		67475	67717	-	blastn_feature_transfer	high	100.0	1.0	243	1.97e-125	439.0	PX244389.1	Dudleya virens chloroplast, complete genome	77815	78057
chloroplast	CDS	infA	infA	translation initiation factor IF-1	67475	67717	-	blastn_feature_transfer	high	100.0	1.0	243	1.97e-125	439.0	PX244389.1	Dudleya virens chloroplast, complete genome	77815	78057
chloroplast	gene	rps8	rps8		67839	68243	-	blastn_feature_transfer	high	100.0	1.0	405	0.0	731.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	78092	78496
chloroplast	CDS	rps8	rps8	ribosomal protein S8	67839	68243	-	blastn_feature_transfer	high	100.0	1.0	405	0.0	731.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	78092	78496
chloroplast	gene	rpl14	rpl14		68394	68762	-	blastn_feature_transfer	high	100.0	1.0	369	0.0	666.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	78777	79145
chloroplast	CDS	rpl14	rpl14	large subunit ribosomal protein L14	68394	68762	-	blastn_feature_transfer	high	100.0	1.0	369	0.0	666.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	78777	79145
chloroplast	gene	rpl16	rpl16		68897	70316	-	blastn_feature_transfer	high	99.648	1.001	1420	0.0	2535.0	PX244389.1	Dudleya virens chloroplast, complete genome	79237	80655
chloroplast	CDS	rpl16	rpl16	large subunit ribosomal protein L16	68900	69298	-	tblastn_protein_transfer	high	99.248	0.985	133	1.31e-86	268.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	79279	80697
chloroplast	gene	rps3	rps3		70468	71124	-	blastn_feature_transfer	high	99.391	1.0	657	0.0	1168.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	80849	81505
chloroplast	CDS	rps3	rps3	ribosomal protein S3	70471	71124	-	tblastn_protein_transfer	high	100.0	1.0	218	6.65e-136	414.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	80849	81505
chloroplast	gene	rpl22	rpl22		71242	71628	-	blastn_feature_transfer	high	100.0	1.0	387	0.0	699.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	81621	82007
chloroplast	CDS	rpl22	rpl22	large subunit ribosomal protein L22	71242	71628	-	blastn_feature_transfer	high	100.0	1.0	387	0.0	699.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	81621	82007
chloroplast	gene	rps19	rps19		71665	71943	-	blastn_feature_transfer	high	100.0	1.0	279	6.54e-145	504.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	82044	82322
chloroplast	CDS	rps19	rps19	ribosomal protein S19	71665	71943	-	blastn_feature_transfer	high	100.0	1.0	279	6.54e-145	504.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	82044	82322
chloroplast	CDS	rpl2	rpl2	large subunit ribosomal protein L2	71998	72432	-	blastn_feature_transfer	low	100.0	0.527	435	0.0	785.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	82377	83867
chloroplast	gene	rpl2	rpl2		71998	73488	-	blastn_feature_transfer	high	100.0	1.0	1491	0.0	2690.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	82377	83867
chloroplast	gene	rpl23	rpl23		73512	73793	-	blastn_feature_transfer	high	100.0	1.0	282	1.56e-146	509.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	83891	84172
chloroplast	CDS	rpl23	rpl23	large subunit ribosomal protein L23	73512	73793	-	blastn_feature_transfer	high	100.0	1.0	282	1.56e-146	509.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	83891	84172
chloroplast	gene	trnI-CAU	trnI-CAU		73959	74032	-	blastn_feature_transfer	high	100.0	1.0	74	2.78e-34	134.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	93015	93088
chloroplast	tRNA	trnI-CAU	trnI-CAU	tRNA-Ile	73959	74032	-	blastn_feature_transfer	high	100.0	1.0	74	2.78e-34	134.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	93015	93088
chloroplast	gene	ycf15	ycf15		81035	81471	+	blastn_feature_transfer	high	100.0	1.0	437	0.0	789.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	91759	92195
chloroplast	gene	trnL-CAA	trnL-CAA		81883	81961	-	blastn_feature_transfer	high	100.0	1.0	79	5.84e-37	143.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	100429	100507
chloroplast	tRNA	trnL-CAA	trnL-CAA	tRNA-Leu	81883	81961	-	blastn_feature_transfer	high	100.0	1.0	79	5.84e-37	143.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	100429	100507
chloroplast	gene	ndhB	ndhB		82521	84731	-	blastn_feature_transfer	high	100.0	1.0	2211	0.0	3988.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	92894	95104
chloroplast	CDS	ndhB	ndhB	NADH dehydrogenase subunit B	83955	84731	-	tblastn_protein_transfer	low	100.0	0.508	259	1.23e-162	504.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	92894	95104
chloroplast	gene	rps7	rps7		85052	85519	-	blastn_feature_transfer	high	99.786	1.0	468	0.0	840.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	95425	95892
chloroplast	CDS	rps7	rps7	ribosomal protein S7	85052	85519	-	blastn_feature_transfer	high	99.786	1.0	468	0.0	840.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	95425	95892
chloroplast	gene	rps12	rps12		85573	86366	-	blastn_feature_transfer	high	100.0	0.874	794	0.0	1433.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	67799	96739
chloroplast	CDS	rps12	rps12	ribosomal protein S12	86133	86366	-	tblastn_protein_transfer	low	97.436	0.634	78	2.24e-46	152.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	75608	104939
chloroplast	gene	trnV-GAC	trnV-GAC		87612	87683	+	blastn_feature_transfer	high	100.0	1.0	72	3.27e-33	131.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	106764	106835
chloroplast	tRNA	trnV-GAC	trnV-GAC	tRNA-Val	87612	87683	+	blastn_feature_transfer	high	100.0	1.0	72	3.27e-33	131.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	106764	106835
chloroplast	gene	rrn16	rrn16		87911	89400	+	blastn_feature_transfer	high	100.0	1.0	1490	0.0	2688.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	132859	134348
chloroplast	rRNA	rrn16	rrn16	16S ribosomal RNA	87911	89400	+	blastn_feature_transfer	high	100.0	1.0	1490	0.0	2688.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	132859	134348
chloroplast	tRNA	trnI-GAU	trnI-GAU	tRNA-Ile	89698	89740	+	blastn_feature_transfer	low	100.0	0.551	43	2.01e-17	78.8	PX244393.1	Dudleya candelabrum chloroplast, complete genome	100070	101084
chloroplast	tRNA	trnA-UGC	trnA-UGC	tRNA-Ala	90781	90818	+	blastn_feature_transfer	low	100.0	0.521	38	9.55e-15	69.8	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	109934	110815
chloroplast	gene	trnA-UGC	trnA-UGC		90781	91687	+	blastn_feature_transfer	high	100.0	1.0	907	0.0	1636.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	101153	102059
chloroplast	gene	rrn23	rrn23		91840	94647	+	blastn_feature_transfer	high	100.0	1.0	2808	0.0	5065.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	102212	105019
chloroplast	rRNA	rrn23	rrn23	23S ribosomal RNA	91840	94647	+	blastn_feature_transfer	high	100.0	1.0	2808	0.0	5065.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	102212	105019
chloroplast	gene	rrn4.5	rrn4.5		94747	94849	+	blastn_feature_transfer	high	100.0	1.0	103	7.49e-50	187.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	105119	105221
chloroplast	rRNA	rrn4.5	rrn4.5	4.5S ribosomal RNA	94747	94849	+	blastn_feature_transfer	high	100.0	1.0	103	7.49e-50	187.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	105119	105221
chloroplast	gene	rrn5	rrn5		95069	95189	+	blastn_feature_transfer	high	100.0	1.0	121	1.54e-59	219.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	105441	105561
chloroplast	rRNA	rrn5	rrn5	5S ribosomal RNA	95069	95189	+	blastn_feature_transfer	high	100.0	1.0	121	1.54e-59	219.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	105441	105561
chloroplast	gene	trnR-ACG	trnR-ACG		95421	95494	+	blastn_feature_transfer	high	100.0	1.0	74	2.78e-34	134.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	114612	114685
chloroplast	tRNA	trnR-ACG	trnR-ACG	tRNA-Arg	95421	95494	+	blastn_feature_transfer	high	100.0	1.0	74	2.78e-34	134.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	114612	114685
chloroplast	gene	trnN-GUU	trnN-GUU		96087	96159	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	106459	106531
chloroplast	tRNA	trnN-GUU	trnN-GUU	tRNA-Asn	96087	96159	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	106459	106531
chloroplast	gene	ycf1	ycf1		96474	101639	+	blastn_feature_transfer	high	99.187	1.001	5169	0.0	9120.0	PX244389.1	Dudleya virens chloroplast, complete genome	106809	111974
chloroplast	CDS	ycf1	ycf1	Ycf1	96474	101639	+	blastn_feature_transfer	high	99.187	1.001	5169	0.0	9120.0	PX244389.1	Dudleya virens chloroplast, complete genome	106809	111974
chloroplast	CDS	rps15	rps15	ribosomal protein S15	101850	102128	+	blastn_feature_transfer	high	100.0	1.0	279	6.54e-145	504.0	PX244389.1	Dudleya virens chloroplast, complete genome	112199	112477
chloroplast	gene	rps15	rps15		101850	102128	+	blastn_feature_transfer	high	100.0	1.0	279	6.54e-145	504.0	PX244389.1	Dudleya virens chloroplast, complete genome	112199	112477
chloroplast	CDS	ndhH	ndhH	NADH-plastoquinone oxidoreductase subunit 7	102205	103401	+	blastn_feature_transfer	high	99.916	1.0	1197	0.0	2155.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	119206	120402
chloroplast	gene	ndhH	ndhH		102205	103401	+	blastn_feature_transfer	high	99.916	1.0	1197	0.0	2155.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	119206	120402
chloroplast	CDS	ndhA	ndhA	NADH dehydrogenase subunit A	103403	103954	+	blastn_feature_transfer	low	99.638	0.508	552	0.0	987.0	PX244389.1	Dudleya virens chloroplast, complete genome	113752	115832
chloroplast	CDS		NADH dehydrogenase subunit A	NADH dehydrogenase subunit A	103403	103954	+	blastn_feature_transfer	low	85.533	0.506	553	0.0	630.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	123413	125609
chloroplast	gene	ndhA	ndhA		103403	105483	+	blastn_feature_transfer	high	99.328	1.0	2083	0.0	3687.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	116761	118843
chloroplast	CDS	ndhI	ndhI	NADH dehydrogenase subunit I	105561	106064	+	blastn_feature_transfer	high	99.405	1.0	504	0.0	896.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	116180	116683
chloroplast	gene	ndhI	ndhI		105561	106064	+	blastn_feature_transfer	high	99.405	1.0	504	0.0	896.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	116180	116683
chloroplast	CDS	ndhG	ndhG	NADH dehydrogenase subunit G	106309	106839	+	blastn_feature_transfer	high	99.435	1.0	531	0.0	945.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	115405	115935
chloroplast	gene	ndhG	ndhG		106309	106839	+	blastn_feature_transfer	high	99.435	1.0	531	0.0	945.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	115405	115935
chloroplast	CDS	ndhE	ndhE	NADH dehydrogenase subunit E	107015	107320	+	blastn_feature_transfer	high	99.02	1.0	306	3.50e-155	539.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	114924	115229
chloroplast	gene	ndhE	ndhE		107015	107320	+	blastn_feature_transfer	high	99.02	1.0	306	3.50e-155	539.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	114924	115229
chloroplast	CDS	psaC	psaC	photosystem I iron-sulfur center	107625	107870	+	blastn_feature_transfer	high	100.0	1.0	246	4.69e-127	444.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	114374	114619
chloroplast	gene	psaC	psaC		107625	107870	+	blastn_feature_transfer	high	100.0	1.0	246	4.69e-127	444.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	114374	114619
chloroplast	gene	ndhD	ndhD		107998	109502	+	blastn_feature_transfer	high	99.402	1.0	1506	0.0	2672.0	PX244389.1	Dudleya virens chloroplast, complete genome	118347	119852
chloroplast	CDS	ndhD	ndhD	NADH dehydrogenase subunit D	107998	109502	+	blastn_feature_transfer	high	99.402	1.0	1506	0.0	2672.0	PX244389.1	Dudleya virens chloroplast, complete genome	118347	119852
chloroplast	gene	ccsA	ccsA		109758	110715	-	blastn_feature_transfer	high	99.688	1.0	960	0.0	1711.0	PX244389.1	Dudleya virens chloroplast, complete genome	120110	121069
chloroplast	CDS	ccsA	ccsA	cytochrome c synthesis protein	109758	110715	-	blastn_feature_transfer	high	99.688	1.0	960	0.0	1711.0	PX244389.1	Dudleya virens chloroplast, complete genome	120110	121069
chloroplast	gene	trnL-UAG	trnL-UAG		110787	110866	-	blastn_feature_transfer	high	100.0	1.0	80	1.70e-37	145.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	111364	111443
chloroplast	tRNA	trnL-UAG	trnL-UAG	tRNA-Leu	110787	110866	-	blastn_feature_transfer	high	100.0	1.0	80	1.70e-37	145.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	111364	111443
chloroplast	gene	rpl32	rpl32		111332	111490	-	blastn_feature_transfer	high	100.0	1.0	159	4.94e-80	288.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	110743	110901
chloroplast	CDS	rpl32	rpl32	large subunit ribosomal protein L32	111332	111490	-	blastn_feature_transfer	high	100.0	1.0	159	4.94e-80	288.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	110743	110901
chloroplast	CDS	ndhF	ndhF	NADH dehydrogenase subunit F	112099	114317	+	blastn_feature_transfer	high	99.369	1.0	2219	0.0	3939.0	PX244389.1	Dudleya virens chloroplast, complete genome	122460	124679
chloroplast	gene	ndhF	ndhF		112099	114317	+	blastn_feature_transfer	high	99.369	1.0	2219	0.0	3939.0	PX244389.1	Dudleya virens chloroplast, complete genome	122460	124679
chloroplast	gene	trnI-GAU	trnI-GAU		121139	122155	-	blastn_feature_transfer	high	99.803	1.002	1017	0.0	1823.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	100070	101084
chloroplast	CDS	ycf2	ycf2	Ycf2	130955	137724	-	blastn_feature_transfer	high	92.882	1.005	6884	0.0	10287.0	PX244392.1	Dudleya greenei chloroplast, complete genome	86193	93041
chloroplast	gene	ycf2	ycf2		130955	137724	-	blastn_feature_transfer	high	92.882	1.005	6884	0.0	10287.0	PX244392.1	Dudleya greenei chloroplast, complete genome	86193	93041
chloroplast	gene	trnH-GUG	trnH-GUG		140018	140090	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	1	73
chloroplast	tRNA	trnH-GUG	trnH-GUG	tRNA-His	140018	140090	-	blastn_feature_transfer	high	100.0	1.0	73	9.54e-34	132.0	NC_085682.1	Dudleya farinosa chloroplast, complete genome	1	73
chloroplast	CDS	psbA	psbA	photosystem II P680 reaction center D1 protein	140337	141398	-	blastn_feature_transfer	high	100.0	1.0	1062	0.0	1916.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	342	1403
chloroplast	gene	psbA	psbA		140337	141398	-	blastn_feature_transfer	high	100.0	1.0	1062	0.0	1916.0	PX244391.1	Dudleya lanceolata chloroplast, complete genome	342	1403
chloroplast	gene	matK	matK		141909	143411	-	blastn_feature_transfer	high	99.335	1.0	1503	0.0	2666.0	PX244389.1	Dudleya virens chloroplast, complete genome	1911	3413
chloroplast	CDS	matK	matK	maturase K	141909	143411	-	blastn_feature_transfer	high	99.335	1.0	1503	0.0	2666.0	PX244389.1	Dudleya virens chloroplast, complete genome	1911	3413
chloroplast	tRNA	trnK-UUU	trnK-UUU	tRNA-Lys	144091	144127	-	blastn_feature_transfer	high	100.0	1.0	37	1.25e-14	68.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	4133	4169
chloroplast	gene	trnK-UUU	trnK-UUU		144091	144127	-	blastn_feature_transfer	high	100.0	1.0	37	1.25e-14	68.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	4133	4169
chloroplast	CDS	rps16	rps16	ribosomal protein S16	144790	145023	-	blastn_feature_transfer	high	98.718	0.867	234	3.73e-116	409.0	PX244389.1	Dudleya virens chloroplast, complete genome	4806	5861
chloroplast	gene	rps16	rps16		144790	145845	-	blastn_feature_transfer	high	99.338	1.002	1058	0.0	1872.0	PX244389.1	Dudleya virens chloroplast, complete genome	4806	5861
chloroplast	gene	trnQ-UUG	trnQ-UUG		147337	147408	-	blastn_feature_transfer	high	100.0	1.0	72	3.27e-33	131.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	7348	7419
chloroplast	tRNA	trnQ-UUG	trnQ-UUG	tRNA-Gln	147337	147408	-	blastn_feature_transfer	high	100.0	1.0	72	3.27e-33	131.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	7348	7419
chloroplast	CDS	psbK	psbK	photosystem II reaction center protein K	147703	147888	+	blastn_feature_transfer	high	100.0	1.0	186	1.30e-94	336.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	7748	7933
chloroplast	gene	psbK	psbK		147703	147888	+	blastn_feature_transfer	high	100.0	1.0	186	1.30e-94	336.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	7748	7933
chloroplast	CDS	psbI	psbI	photosystem II reaction center protein I	148281	148391	+	blastn_feature_transfer	high	100.0	1.0	111	3.72e-54	201.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	8324	8434
chloroplast	gene	psbI	psbI		148281	148391	+	blastn_feature_transfer	high	100.0	1.0	111	3.72e-54	201.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	8324	8434
chloroplast	gene	trnS-GCU	trnS-GCU		148560	148647	-	blastn_feature_transfer	high	100.0	1.0	88	8.70e-42	159.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	8604	8691
chloroplast	tRNA	trnS-GCU	trnS-GCU	tRNA-Ser	148560	148647	-	blastn_feature_transfer	high	100.0	1.0	88	8.70e-42	159.0	PX244393.1	Dudleya candelabrum chloroplast, complete genome	8604	8691
chloroplast	gene	trnG-GCC	trnG-GCC		149287	150025	+	blastn_feature_transfer	high	99.323	1.0	739	0.0	1311.0	PX244389.1	Dudleya virens chloroplast, complete genome	9344	10082
chloroplast	tRNA	trnG-GCC	trnG-GCC	tRNA-Gly	149972	150025	+	blastn_feature_transfer	medium	96.296	0.75	54	1.00e-20	89.7	PX244393.1	Dudleya candelabrum chloroplast, complete genome	9331	10067
chloroplast	gene	trnR-UCU	trnR-UCU		150245	150316	+	blastn_feature_transfer	high	100.0	1.0	72	3.27e-33	131.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	11411	11482
chloroplast	tRNA	trnR-UCU	trnR-UCU	tRNA-Arg	150245	150316	+	blastn_feature_transfer	high	100.0	1.0	72	3.27e-33	131.0	PX244394.1	Dudleya sp. T72600-1 chloroplast, complete genome	11411	11482
